Order ID	Line ID	Sku ID	Qty Ordered	Qty Picked	Qty Shipped	Req Batch ID
2A187619	6	'044245	40	40	40	
2A187619	7	'044075	40	40	40	
2A187619	8	'044059	40	40	40	
2A187619	9	'055034	6	6	6	
2A187619	10	'057207	12	12	12	
2A187619	11	'059013	12	12	12	
2A187619	12	'058017	12	12	12	
2A187619	13	'056022	6	6	6	
2A187619	14	'086312	12	12	12	
2A187619	15	'001066	12	12	12	
2A187619	16	'008575	10	10	10	
2A187619	17	'008966	10	10	10	
2A187635	1	'089591	9600	9600	9600	
2A187656	1	'061514	504	504	504	
2A187657	1	'089311	12	12	12	
2A187657	2	'002224	12	12	12	
2A187657	3	'004928	168	168	168	
2A187657	4	'004901	36	36	36	
2A187657	5	'076376	36		0	
2A187676	1	'073105	4	4	4	
2A187676	2	'072567	30	30	30	
2A187676	3	'073326	10	10	10	
2A187676	4	'073350	70	70	70	
2A187676	5	'073431	100	100	100	
2A187676	6	'073709	80		0	
2A187676	7	'073725	30	30	30	
2A187676	8	'073806	10		0	
2A187676	9	'073814	10	10	10	
2A187680	1	'005290	156	156	156	
2A187680	2	'040029	72	72	72	
2A187680	3	'003409	288	288	288	
2A187680	4	'003662	24	24	24	
2A187680	5	'003492	12	12	12	
2A187680	6	'003700	204	204	204	
2A187680	7	'014826	24	24	24	
2A187680	8	'019690	24	24	24	
2A187680	9	'025704	24	24	24	
2A187680	10	'073105	60	60	60	
2A187680	11	'073113	18	18	18	
2A187680	12	'073318	8	8	8	
2A187680	13	'073326	10	10	10	
2A187680	14	'073431	190	190	190	
2A187680	15	'073474	12	12	12	
2A187680	16	'073709	8		0	
2A187680	17	'073806	54	54	54	
2A187680	18	'073814	12	12	12	
2A187680	19	'073857	2		0	
2A187680	20	'073903	252	252	252	
2A187691	1	'073105	120	120	120	
2A187691	2	'073210	800	800	800	
2A187691	3	'072508	13440	13440	13440	
2A187691	4	'072516	5040	5040	5040	
2A187691	5	'073407	48	48	48	
2A187691	6	'073431	1000	1000	1000	
2A187691	7	'073709	100	100	100	
2A187691	8	'073725	200	200	200	
2A187691	9	'073806	100	100	100	
2A187691	10	'073814	100	100	100	
2A187691	11	'072559	10	10	10	
2A187692	1	'001910	120	120	120	
2A187692	2	'089591	120	120	120	
2A187692	3	'030015	648	648	648	
2A187692	4	'009172	144	144	144	
2A187693	1	'006610	102	102	102	
2A187693	2	'073350	10	10	10	
2A187693	3	'073431	50	50	50	
2A187695	1	'006610	48	48	48	
2A187695	2	'073350	20	20	20	
2A187695	3	'073431	20	20	20	
2A187696	1	00622X	12	12	12	
2A187696	2	'073431	60	60	60	
2A187696	3	'073474	20	20	20	
2A187697	1	'087335	540	540	540	
2A187698	1	'006122	36	36	36	
2A187698	2	00622X	24	24	24	
2A187698	3	'006610	42	42	42	
2A187698	4	'073431	200	200	200	
2A187700	1	'006122	84	84	84	
2A187700	2	'006610	18	18	18	
2A187700	3	'073350	30	30	30	
2A187700	4	'073431	100	100	100	
2A187700	5	'073474	40	40	40	
2A187702	1	'006122	60	60	60	
2A187702	2	'073350	40	40	40	
2A187702	3	'073431	100	100	100	
2A187704	1	'073350	25	25	25	
2A187704	2	'073431	70	70	70	
2A187704	3	'073474	15	15	15	
2A187705	1	'060560	240	240	240	
2A187705	2	'044288	72	72	72	
2A187705	3	'001724	96	96	96	
2A187705	4	'001619	240	240	240	
2A187705	5	'044059	180	180	180	
2A187705	6	'086312	288	288	288	
2A187705	7	'086320	60	60	60	
2A187705	8	'089591	144	144	144	
2A187705	9	'088501	2400	2400	2400	
2A187705	10	'088528	720	720	720	
2A187705	11	'056022	96	96	96	
2A187705	12	'058009	145	145	145	
2A187705	13	'059013	180	180	180	
2A187705	14	'057118	360	360	360	
2A187705	15	'055018	180	180	180	
2A187705	16	'089265	144		0	
2A187705	17	'019143	60	60	60	
2A187705	18	'019119	960	960	960	
2A187705	19	'072133	60	60	60	
2A187705	20	'089303	360	360	360	
2A187705	21	'014117	144	144	144	
2A187705	22	'014176	96	96	96	
2A187705	23	'014273	144	144	144	
2A187705	24	'086010	600		0	
2A187705	25	'086134	120	120	120	
2A187705	26	'005290	2400	2400	2400	
2A187705	27	'002909	360	360	360	
2A187705	28	'005053	96	96	96	
2A187705	29	'003352	72	72	72	
2A187705	30	'006009	1800	1800	1800	
2A187705	31	'006734	60		0	
2A187705	32	'004928	360	360	360	
2A187705	33	'004944	480	480	480	
2A187705	34	'026743	240	240	240	
2A187705	35	'026689	36	36	36	
2A187705	36	'026956	48	48	48	
2A187705	37	'006149	96	96	96	
2A187705	38	'003492	360	360	360	
2A187705	39	'040037	120	120	120	
2A187705	40	'003018	360	360	360	
2A187705	41	'006602	1200		0	
2A187705	42	'040142	144	144	144	
2A187705	43	'040150	240	240	240	
2A187705	44	'010200	1500	1500	1500	
2A187705	45	'002577	600	600	600	
2A187705	46	'002682	144	144	144	
2A187705	47	'005029	480	480	480	
2A187705	48	'030015	360	360	360	
2A187705	49	'070440	480	480	480	
2A187706	1	'001066	36	36	36	
2A187706	2	'087394	6	6	6	
2A187706	3	'087483	6	6	6	
2A187706	4	'070033	12	12	12	
2A187706	5	'070467	102	102	102	
2A187706	6	'072346	10	10	10	
2A187706	7	'072117	11	11	11	
2A187706	8	'072109	80	80	80	
2A187706	9	'072834	10		0	
2A187706	10	'072850	10		0	
2A187708	1	'072567	10	10	10	
2A187708	2	'073431	320	320	320	
2A187708	3	'073709	20		0	
2A187708	4	'073725	40	40	40	
2A187709	1	'089737	12	12	12	
2A187709	2	'089303	12	12	12	
2A187709	3	'089311	60	60	60	
2A187709	4	'001430	12	12	12	
2A187709	5	'004928	12	12	12	
2A187709	6	'004901	60	60	60	
2A187710	1	'001066	60	60	60	
2A187710	2	'087394	12	12	12	
2A187710	3	'072117	10	10	10	
2A187710	4	'072109	40	40	40	
2A187712	1	'073350	6	6	6	
2A187713	1	'073350	30	30	30	
2A187713	2	'073431	45	45	45	
2A187713	3	'073709	20		0	
2A187713	4	'073725	10	10	10	
2A187713	5	'073814	10	10	10	
2A187714	1	'030015	360	360	360	
2A187714	2	'008192	6	6	6	
2A187714	3	'008087	18	18	18	
2A187714	4	'008338	6	6	6	
2A187714	5	'008303	6	6	6	
2A187716	1	'073164	25	25	25	
2A187716	2	'073318	3	3	3	
2A187716	3	'073350	9	9	9	
2A187716	4	'073431	45	45	45	
2A187716	5	'073474	8	8	8	
2A187716	6	'073709	20		0	
2A187717	1	'002674	600	600	600	
2A187717	2	'072818	180		0	
2A187717	3	'072826	60		0	
2A187717	4	'072834	140		0	
2A187717	5	'072850	20		0	
2A187717/1	1	'072818	180		0	
2A187717/1	2	'072826	60		0	
2A187717/1	3	'072834	140	140	140	
2A187717/1	4	'072850	20		0	
2A187717/2	1	'072818	180	180	180	
2A187717/2	2	'072826	60	60	60	
2A187717/2	3	'072850	20	20	20	
2A187718	1	'070033	36	36	36	
2A187718	2	'070440	120	120	120	
2A187718	3	'070459	60	60	60	
2A187718	4	'070467	720	720	720	
2A187718	5	'072001	72	72	72	
2A187718	6	'072028	12		0	
2A187718	7	'072117	160	160	160	
2A187718	8	'072109	160	160	160	
2A187718	9	'072745	12	12	12	
2A187719	1	'089311	108	108	108	
2A187719	2	'089303	204	204	204	
2A187719	3	'002119	300	300	300	
2A187720	1	'005169	24	24	24	
2A187720	2	'002771	12	12	12	
2A187720	3	'002674	12	12	12	
2A187720	4	'001023	36	36	36	
2A187720	5	'003492	12	12	12	
2A187720	6	'003301	12	12	12	
2A187720	7	'014273	6	6	6	
2A187720	8	'057118	4	4	4	
2A187720	9	'001910	24	24	24	
2A187720	10	'001066	12	12	12	
2A187720	11	'008966	30	30	30	
2A187720	12	'088501	36	36	36	
2A187720	13	'001430	6	6	6	
2A187720	14	'008575	60	60	60	
2A187721	1	'040029	48	48	48	
2A187721	2	'002461	144	144	144	
2A187721	3	'003425	144	144	144	
2A187721	4	'002119	3600	3600	3600	
2A187721	5	'040029	3600	3600	3600	
2A187722	1	'058009	10	10	10	
2A187722	2	'001066	36	36	36	
2A187722	3	'008397	12	12	12	
2A187722	4	'005029	12	12	12	
2A187722	5	'028436	12	12	12	
2A187722	6	'005932	12	12	12	
2A187722	7	'002828	24	24	24	
2A187722	8	'008729	6	6	6	
2A187722	9	'008702	24	24	24	
2A187722	10	'004901	12	12	12	
2A187722	11	'002577	24	24	24	
2A187722	12	'006602	36		0	
2A187722	13	'004332	24	24	24	
2A187722	14	'010200	72	72	72	
2A187722	15	'040061	12	12	12	
2A187722	16	'009601	12	12	12	
2A187722	17	'001023	96	96	96	
2A187722	18	'003700	48	48	48	
2A187722	19	'003662	48	48	48	
2A187722	20	'018406	48	48	48	
2A187722	21	'003409	12	12	12	
2A187722	22	'003425	24	24	24	
2A187722	23	'027014	84	84	84	
2A187722	24	'026840	180	180	180	
2A187722	25	'026727	240	240	240	
2A187722	26	'026956	24	24	24	
2A187722	27	'026700	72	72	72	
2A187722	28	'026794	24	24	24	
2A187722	29	'026743	12	12	12	
2A187722	30	'014273	6	6	6	
2A187722	31	'004979	24	24	24	
2A187722	32	'004944	24	24	24	
2A187722	33	'006009	60	60	60	
2A187722	34	'054011	12	12	12	
2A187722	35	'003352	12	12	12	
2A187722	36	'002089	12	12	12	
2A187722	37	'040045	36	36	36	
2A187722	38	'004227	12	12	12	
2A187722	39	'005576	36	36	36	
2A187722	40	'004103	36	36	36	
2A187722	41	00202X	72	72	72	
2A187722	42	'040266	24	24	24	
2A187722	43	'040274	24	24	24	
2A187722	44	'005053	12	12	12	
2A187722	45	'002909	48	48	48	
2A187722	46	'005290	60	60	60	
2A187722	47	'089311	36	36	36	
2A187722	48	'089303	36	36	36	
2A187722	49	'019119	30	30	30	
2A187722	50	'089265	6		0	
2A187722	51	'055018	3	3	3	
2A187722	52	'088528	18	18	18	
2A187722	53	'088528	30	30	30	
2A187722	54	'088501	12	12	12	
2A187722	55	'089591	12	12	12	
2A187722	56	'089575	12	12	12	
2A187722	57	'086320	6	6	6	
2A187722	58	'086312	12	12	12	
2A187722	59	'008575	30	30	30	
2A187722	60	'089737	24	24	24	
2A187722	61	'089990	18	18	18	
2A187722	62	'040150	12	12	12	
2A187722	63	'002771	96	96	96	
2A187722	64	'040142	96	96	96	
2A187722	65	'002674	96	96	96	
2A187722	66	'040037	60	60	60	
2A187722	67	'002518	96	96	96	
2A187722	68	'002291	12	12	12	
2A187722	69	'002259	96	96	96	
2A187722	70	'002119	24	24	24	
2A187724	1	'005061	864	864	864	
2A187724	2	'001430	3024	3024	3024	
2A187724	3	'044067	256	256	256	
2A187724	4	'001155	888	888	888	
2A187724	5	'001406	888	888	888	
2A187724	6	'001570	300	300	300	
2A187724	7	'089575	1920	1920	1920	
2A187724	8	'089591	960	960	960	
2A187724	9	'014001	144	144	144	
2A187724	10	'014443	408	408	408	
2A187724	11	'014427	204	204	204	
2A187724	12	'086053	5184	5184	5184	
2A187724	13	'008478	288	288	288	
2A187724	14	'008451	324	324	324	
2A187724	15	'030015	19968	19968	19968	
2A187724	16	'030023	1248	1248	1248	
2A187725	1	'014001	270	270	270	
2A187725	2	'008451	720	720	720	
2A187725	3	'030015	624	624	624	
2A187725	4	'008079	258	258	258	
2A187725	5	'009172	372	372	372	
2A187729	1	'030708	12672	12672	12672	
2A187730	1	'061514	3528	3528	3528	
2A187731	1	'044261	3648	3648	3648	
2A187735	1	'072567	100	100	100	
2A187735	2	'073407	90	90	90	
2A187735	3	'073431	2800	2800	2800	
2A187735	4	'073474	100	100	100	
2A187736	1	'072508	15120	15120	15120	
2A187738	1	'001171	12	12	12	
2A187738	2	'001910	12	12	12	
2A187738	3	'005681	12	12	12	
2A187738	4	'006610	12	12	12	
2A187738	5	'009601	24	24	24	
2A187738	6	'006602	24	24	24	
2A187738	7	'026700	48	48	48	
2A187738	8	'026840	24	24	24	
2A187738	9	'044245	40	40	40	
2A187742	1	'030708	22176	22176	22176	
2A187746	1	'016756	102	102	102	
2A187746	2	'016764	84	84	84	
2A187747	1	'089990	198	198	198	
2A187747	2	'086312	204	204	204	
2A187747	3	'088501	1008	1008	1008	
2A187747	4	'088528	504	504	504	
2A187747	5	'056022	402	402	402	
2A187747	6	'059005	200	200	200	
2A187747	7	'057118	80	80	80	
2A187747	8	'055018	12	12	12	
2A187747	9	'019119	684	684	684	
2A187747	10	'089508	360	360	360	
2A187747	11	'086134	396	396	396	
2A187747	12	'040274	720	720	720	
2A187747	13	'006009	480	480	480	
2A187747	14	'003662	204	204	204	
2A187747	15	'040258	24	24	24	
2A187747	16	'005932	60	60	60	
2A187747	17	'016268	384	384	384	
2A187747	18	'070440	300	300	300	
2A187747	19	'072508	150	150	150	
2A187747	20	'073318	21	21	21	
2A187747	21	'073326	10	10	10	
2A187747	22	'073407	20	20	20	
2A187747	23	'073504	5	5	5	
2A187747	24	'072133	60		0	
2A187747	25	'072168	120		0	
2A187747	26	'072745	20	20	20	
2A187747	27	'072753	20	20	20	
2A187747	28	'072818	100		0	
2A187747	29	'072826	50		0	
2A187747	30	'072834	50		0	
2A187747	31	'072850	100		0	
2A187747	32	'076309	192		0	
2A187747	33	'076376	72		0	
2A187747	34	'076406	120		0	
2A187747	35	'076422	48		0	
2A187747	36	'076600	48		0	
2A187747/1	1	'072818	100	100	100	
2A187747/1	2	'072826	50	50	50	
2A187747/1	3	'072834	50	50	50	
2A187747/1	4	'072850	100	100	100	
2A187748	1	'001155	528	528	528	
2A187748	2	'044075	800	800	800	
2A187748	3	'044059	400	400	400	
2A187748	4	'030015	4368	4368	4368	
2A187771	1	'001430	504	504	504	
2A187771	2	'001201	540	540	540	
2A187771	3	'001910	504	504	504	
2A187771	4	'089575	1920	1920	1920	
2A187771	5	'006734	432		0	
2A187771	6	'026565	2460	2460	2460	
2A187771	7	'089303	1536	1536	1536	
2A187771	8	'014427	816	816	816	
2A187771	9	'086053	2592	2592	2592	
2A187771	10	'002771	672	672	672	
2A187771	11	'008729	1296	1296	1296	
2A187771	12	'089508	2124	2124	2124	
2A187771	13	'086126	1584	1584	1584	
2A187771	14	'008397	19008	19008	19008	
2A187771	15	'008303	258	258	258	
2A187771	16	'044075	2160	2160	2160	
2A187771	17	'006602	1728	1728	1728	
2A187772	1	'072559	20	20	20	
2A187772	2	'073350	20	20	20	
2A187772	3	'073407	10	10	10	
2A187772	4	'073431	50	50	50	
2A187772	5	'073709	10		0	
2A187772	6	'073725	20	20	20	
2A187774	1	'073350	3	3	3	
2A187774	2	'073431	90	90	90	
2A187774	3	'073725	10	10	10	
2A187774	4	'073806	10	10	10	
2A187775	1	'087408	6	6	6	
2A187775	2	'007692	204	204	204	
2A187775	3	'016446	60	60	60	
2A187775	4	'016306	60	60	60	
2A187775	5	'070459	24	24	24	
2A187775	6	'070467	408	408	408	
2A187775	7	'070173	12	12	12	
2A187775	8	'072303	20	20	20	
2A187775	9	'072508	10	10	10	
2A187775	10	'072516	4	4	4	
2A187775	11	'072001	60	60	60	
2A187775	12	'073008	10	10	10	
2A187775	13	'076384	6		0	
2A187775	14	'076465	54		0	
2A187775	15	'076473	42		0	
2A187775	16	'076503	60		0	
2A187776	1	'073164	100	100	100	
2A187776	2	'070033	24	24	24	
2A187776	3	'070467	300	300	300	
2A187776	4	'070475	18	18	18	
2A187776	5	'073210	50	50	50	
2A187776	6	'069647	10	10	10	
2A187776	7	'072613	5	5	5	
2A187776	8	'072001	80	80	80	
2A187776	9	'072028	20		0	
2A187776	10	'073431	300	300	300	
2A187776	11	'072117	60	60	60	
2A187776	12	'072109	60	60	60	
2A187776	13	'073709	110		0	
2A187776	14	'073725	30	30	30	
2A187776	15	'072702	5		0	
2A187776	16	'073806	20	20	20	
2A187776	17	'072850	10		0	
2A187776	18	'073008	20	20	20	
2A187777	1	'088501	12	12	12	
2A187777	2	'088528	6	6	6	
2A187777	3	'014176	6	6	6	
2A187778	1	'073113	24	24	24	
2A187779	1	'073113	48	48	48	
2A187783	1	'087483	24	24	24	
2A187783	2	'087343	12	12	12	
2A187783	3	'016446	12	12	12	
2A187783	4	'016470	24	24	24	
2A187783	5	'016306	12	12	12	
2A187783	6	'016365	12	12	12	
2A187783	7	'070033	30	30	30	
2A187783	8	'072338	36	36	36	
2A187783	9	'072028	20		0	
2A187783	10	'072117	20	20	20	
2A187783	11	'072109	60	60	60	
2A187783	12	'072753	10	10	10	
2A187783	13	'072818	10		0	
2A187783	14	'072834	20		0	
2A187783	15	'072850	10		0	
2A187783	16	'076384	6		0	
2A187783	17	'076503	18		0	
2A187783	18	'076465	24		0	
2A187783	19	'076473	12		0	
2A187783	20	'076651	6		0	
2A187785	1	'008966	20	20	20	
2A187785	2	'014826	12	12	12	
2A187785	3	'087432	6	6	6	
2A187785	4	'087505	6	6	6	
2A187785	5	'087343	30	30	30	
2A187785	6	'007692	42	42	42	
2A187785	7	'019380	12	12	12	
2A187785	8	'019690	12	12	12	
2A187785	9	'016330	60	60	60	
2A187785	10	'016470	12	12	12	
2A187785	11	'016306	24	24	24	
2A187785	12	'016365	6	6	6	
2A187785	13	'016373	12	12	12	
2A187785	14	'014796	12	12	12	
2A187785	15	'070475	24	24	24	
2A187785	16	'070165	12	12	12	
2A187785	17	'072346	20	20	20	
2A187785	18	'072508	100	100	100	
2A187785	19	'072516	10	10	10	
2A187785	20	'069647	24	24	24	
2A187785	21	'072613	12	12	12	
2A187785	22	'072117	100	100	100	
2A187785	23	'072702	10	10	10	
2A187785	24	'072753	10	10	10	
2A187785	25	'072826	20		0	
2A187785	26	'072834	20		0	
2A187785	27	'072842	20		0	
2A187785	28	'072850	40		0	
2A187785	29	'076384	12		0	
2A187785	30	'076503	48		0	
2A187785	31	'076465	48		0	
2A187785	32	'076473	42		0	
2A187785	33	'076635	12		0	
2A187785	34	'076651	24		0	
2A187785	35	'076678	12		0	
2A187786	1	'089737	48	48	48	
2A187786	2	'089303	36	36	36	
2A187786	3	'002224	48	48	48	
2A187786	4	'004928	144	144	144	
2A187786	5	'004901	24	24	24	
2A187787	1	'008575	100	100	100	
2A187787	2	'008966	100	100	100	
2A187787	3	'089028	6	6	6	
2A187787	4	'001066	12	12	12	
2A187787	5	'086312	24	24	24	
2A187787	6	'089575	24	24	24	
2A187787	7	'089591	12	12	12	
2A187787	8	'055026	6	6	6	
2A187787	9	'089222	18	18	18	
2A187787	10	'089265	18	18	18	
2A187787	11	'019143	6	6	6	
2A187787	12	'019119	60	60	60	
2A187787	13	'089303	12	12	12	
2A187787	14	'089311	12	12	12	
2A187787	15	'014117	12	12	12	
2A187787	16	'014176	6	6	6	
2A187787	17	'014087	6	6	6	
2A187787	18	'014273	48	48	48	
2A187787	19	'086126	24	24	24	
2A187787	20	'086134	6	6	6	
2A187787	21	'005290	72	72	72	
2A187787	22	'005576	480	480	480	
2A187787	23	'002119	36	36	36	
2A187787	24	'002089	60	60	60	
2A187787	25	'002224	24	24	24	
2A187787	26	'003352	12	12	12	
2A187787	27	'054011	12	12	12	
2A187787	28	'006009	240	240	240	
2A187787	29	'004944	12	12	12	
2A187787	30	'004979	24	24	24	
2A187787	31	'026743	150	150	150	
2A187787	32	'026565	120	120	120	
2A187787	33	'003425	12	12	12	
2A187787	34	'006149	12	12	12	
2A187787	35	'003301	60	60	60	
2A187787	36	'003700	60	60	60	
2A187787	37	'001023	240	240	240	
2A187787	38	'003018	24	24	24	
2A187787	39	'002674	36	36	36	
2A187787	40	'010200	60	60	60	
2A187787	41	'004332	72	72	72	
2A187787	42	'002577	96	96	96	
2A187787	43	'008702	72	72	72	
2A187787	44	'002828	12	12	12	
2A187787	45	'002682	12	12	12	
2A187787	46	'005630	12	12	12	
2A187787	47	'005932	12	12	12	
2A187787	48	'087394	90	90	90	
2A187787	49	'087483	18	18	18	
2A187787	50	'087521	6	6	6	
2A187787	51	'076406	12		0	
2A187787	52	'076104	18		0	
2A187787	53	'076112	6		0	
2A187787	54	'076007	6		0	
2A187787	55	'076465	60		0	
2A187787	56	'076473	30		0	
2A187788	1	'069647	274	274	274	
2A187790	1	'061514	120	120	120	
2A187790	2	'060560	288	288	288	
2A187790	3	'060566	144	144	144	
2A187790	4	'005932	240	240	240	
2A187791	1	'076309	120	120	120	
2A187791	2	'076465	144	144	144	
2A187791	3	'076473	96	96	96	
2A187792	1	'030708	3168	3168	3168	
2A187793	1	'076392	12		0	
2A187793	2	'076406	12		0	
2A187793	3	'076384	12		0	
2A187793	4	'076376	6		0	
2A187793	5	'076104	12		0	
2A187793	6	'001430	12	12	12	
2A187793	7	'005576	12	12	12	
2A187793	8	'040185	12	12	12	
2A187793	9	'005053	12	12	12	
2A187793/1	1	'076392	12		0	
2A187793/1	2	'076406	12		0	
2A187793/1	3	'076384	12	12	12	
2A187793/1	4	'076376	6		0	
2A187793/1	5	'076104	12		0	
2A187803	1	'003018	2400	2400	2400	
2A187804	1	'088501	96	96	96	
2A187804	2	'088528	60	60	60	
2A187805	1	'005932	60	60	60	
2A187805	2	'004928	48	48	48	
2A187805	3	'008958	24	24	24	
2A187805	4	'006610	600	600	600	
2A187805	5	'003301	60	60	60	
2A187805	6	'003662	24	24	24	
2A187805	7	'005681	150	150	150	
2A187805	8	'006149	12	12	12	
2A187805	9	'003085	12	12	12	
2A187805	10	'088528	30	30	30	
2A187805	11	'086312	12	12	12	
2A187805	12	'089737	72	72	72	
2A187805	13	'002828	60	60	60	
2A187805	14	'089508	60	60	60	
2A187805	15	'008702	12	12	12	
2A187805	16	'002577	96	96	96	
2A187805	17	'010200	360	360	360	
2A187805	18	'002771	72	72	72	
2A187805	19	'040150	72	72	72	
2A187805	20	'014273	30	30	30	
2A187805	21	'014176	48	48	48	
2A187805	22	'005169	240	240	240	
2A187805	23	'005029	180	180	180	
2A187805	24	'019119	90	90	90	
2A187805	25	'003700	12	12	12	
2A187805	26	'018406	12	12	12	
2A187805	27	'003247	36	36	36	
2A187805	28	'026743	300	300	300	
2A187805	29	'026794	72	72	72	
2A187805	30	'004979	72	72	72	
2A187805	31	'004944	60	60	60	
2A187805	32	'055026	6	6	6	
2A187805	33	'088501	300	300	300	
2A187805	34	00233X	60	60	60	
2A187805	35	'089575	24	24	24	
2A187805	36	'004227	84	84	84	
2A187805	37	'001066	120	120	120	
2A187805	38	00202X	180	180	180	
2A187805	39	'040274	240	240	240	
2A187805	40	'002909	60	60	60	
2A187805	41	'005053	60	60	60	
2A187805	42	'008575	360	360	360	
2A187805	43	'089990	48	48	48	
2A187805	44	'005290	60	60	60	
2A187806	1	'073431	9	9	9	
2A187807	1	'070033	48	48	48	
2A187807	2	'070459	48	48	48	
2A187807	3	'070467	540	540	540	
2A187807	4	'072001	40	40	40	
2A187807	5	'072028	20		0	
2A187807	6	'072117	120	120	120	
2A187807	7	'072109	300	300	300	
2A187809	1	'008575	100	100	100	
2A187809	2	'008966	100	100	100	
2A187809	3	'088501	96	96	96	
2A187809	4	'057207	6	6	6	
2A187809	5	'055018	3	3	3	
2A187809	6	'019119	48	48	48	
2A187809	7	'014273	24	24	24	
2A187809	8	'086010	12		0	
2A187809	9	'086053	6	6	6	
2A187809	10	'086134	12	12	12	
2A187809	11	'005290	72	72	72	
2A187809	12	'040029	12	12	12	
2A187809	13	'001090	6	6	6	
2A187809	14	'009040	12	12	12	
2A187809	15	'002089	12	12	12	
2A187809	16	'002224	12	12	12	
2A187809	17	'002259	36	36	36	
2A187809	18	'006009	72	72	72	
2A187809	19	'006122	24	24	24	
2A187809	20	00622X	12	12	12	
2A187809	21	'004928	36	36	36	
2A187809	22	'004944	36	36	36	
2A187809	23	'026700	72	72	72	
2A187809	24	'026727	240	240	240	
2A187809	25	'026840	120	120	120	
2A187809	26	'003425	60	60	60	
2A187809	27	'003409	36	36	36	
2A187809	28	'003247	36	36	36	
2A187809	29	'018406	24	24	24	
2A187809	30	'001023	360	360	360	
2A187809	31	'002518	48	48	48	
2A187809	32	'006602	48		0	
2A187809	33	'006610	24	24	24	
2A187809	34	'002674	60	60	60	
2A187809	35	'040142	60	60	60	
2A187809	36	'004332	12	12	12	
2A187809	37	'005932	36	36	36	
2A187809	38	'005029	24	24	24	
2A187809	39	'005169	24	24	24	
2A187809	40	'087394	36	36	36	
2A187809	41	'087483	24	24	24	
2A187809	42	'016373	6	6	6	
2A187809	43	'070033	12	12	12	
2A187809	44	'070467	240	240	240	
2A187810	1	'008575	1000	1000	1000	
2A187810	2	'008966	1000	1000	1000	
2A187810	3	'089028	12	12	12	
2A187810	4	'044261	72	72	72	
2A187810	5	'001910	240	240	240	
2A187810	6	'044210	48	48	48	
2A187810	7	'044067	64	64	64	
2A187810	8	'089559	24	24	24	
2A187810	9	'088528	12	12	12	
2A187810	10	'088501	480	480	480	
2A187810	11	'088528	540	540	540	
2A187810	12	'056022	48	48	48	
2A187810	13	'059005	40	40	40	
2A187810	14	'059013	48	48	48	
2A187810	15	'057002	12	12	12	
2A187810	16	'057207	36	36	36	
2A187810	17	'057118	24	24	24	
2A187810	18	'055026	18	18	18	
2A187810	19	'055026	3	3	3	
2A187810	20	'019143	24	24	24	
2A187810	21	'019119	684	684	684	
2A187810	22	'072133	50	50	50	
2A187810	23	'014176	24	24	24	
2A187810	24	'014001	12	12	12	
2A187810	25	'086010	72		0	
2A187810	26	'086053	36	36	36	
2A187810	27	'089508	360	360	360	
2A187810	28	'086134	48	48	48	
2A187810	29	'005290	480	480	480	
2A187810	30	'002909	60	60	60	
2A187810	31	'005533	120	120	120	
2A187810	32	'040177	6	6	6	
2A187810	33	'040185	12	12	12	
2A187810	34	'001090	120	120	120	
2A187810	35	'001104	120	120	120	
2A187810	36	'002089	600	600	600	
2A187810	37	'005975	360		0	
2A187810	38	'002224	480	480	480	
2A187810	39	00233X	288	288	288	
2A187810	40	'002291	360	360	360	
2A187810	41	'006122	96	96	96	
2A187810	42	00622X	72	72	72	
2A187810	43	'004979	240	240	240	
2A187810	44	'026743	360	360	360	
2A187810	45	'026867	36	36	36	
2A187810	46	'026840	600	600	600	
2A187810	47	'003492	456	456	456	
2A187810	48	'003018	240	240	240	
2A187810	49	'009601	480	480	480	
2A187810	50	'006610	600	600	600	
2A187810	51	'002771	240	240	240	
2A187810	52	'040061	60	60	60	
2A187810	53	'004332	60	60	60	
2A187810	54	'008729	72	72	72	
2A187810	55	'005932	360	360	360	
2A187810	56	'008478	36	36	36	
2A187810	57	'008451	36	36	36	
2A187810	58	'025089	24		0	
2A187810	59	'016268	144	144	144	
2A187810	60	'016306	36	36	36	
2A187810	61	'016756	48	48	48	
2A187810	62	'016764	24	24	24	
2A187810	63	'016608	48	48	48	
2A187810	64	'016527	12	12	12	
2A187810	65	'070467	576	576	576	
2A187810	66	'070173	12	12	12	
2A187810	67	'001023	1440	1440	1440	
2A187810	68	'002240	144	144	144	
2A187833	1	'008575	30	30	30	
2A187833	2	'089028	18	18	18	
2A187833	3	'001546	6	6	6	
2A187833	4	'086134	6	6	6	
2A187833	5	'002240	24	24	24	
2A187833	6	'004979	24	24	24	
2A187833	7	'006149	12	12	12	
2A187833	8	'040037	12	12	12	
2A187833	9	'002461	12	12	12	
2A187834	1	'070432	300	300	300	
2A187834	2	'070467	12	12	12	
2A187834	3	'070033	12	12	12	
2A187834	4	'070149	300	300	300	
2A187834	5	'070165	12	12	12	
2A187834	6	'070173	12	12	12	
2A187835	1	'070432	400	400	400	
2A187835	2	'070149	400	400	400	
2A187835	3	'070165	12	12	12	
2A187835	4	'070173	12	12	12	
2A187836	1	'070432	300	300	300	
2A187836	2	'070467	12	12	12	
2A187836	3	'070033	12	12	12	
2A187836	4	'070149	300	300	300	
2A187836	5	'070165	12	12	12	
2A187836	6	'070173	12	12	12	
2A187837	1	'070467	12	12	12	
2A187837	2	'070149	100	100	100	
2A187837	3	'070165	12	12	12	
