Order ID	Line ID	Sku ID	Qty Ordered	Qty Picked	Qty Shipped	Req Batch ID
2A182409	1	'069744	45186			
2A186462	1	'028436	12	12	12	
2A186462	2	'005029	12	12	12	
2A186462	3	'087483	6	6	6	
2A186462	4	'087408	6	6	6	
2A186462	5	'002577	24	24	24	
2A186462	6	'040142	144	144	144	
2A186462	7	'003492	36	36	36	
2A186462	8	'026980	96	96	96	
2A186462	9	'001104	144	144	144	
2A186462	10	00202X	84	84	84	
2A186462	11	'040274	60	60	60	
2A186462	12	'005533	24	24	24	
2A186462	13	'005290	96	96	96	
2A186462	14	'019119	24	24	24	
2A186462	15	'008966	30	30	30	
2A186462	16	'008575	100	100	100	
2A186673	1	'030708	15840	15840	15840	
2A186707	1	'008397	23760	5292	5292	
2A187073	1	'004227	12	12	12	
2A187073	2	'002240	12	12	12	
2A187073	3	'003662	12	12	12	
2A187073	4	'040029	12	12	12	
2A187073	5	'002119	12	12	12	
2A187073	6	'089230	6	6	6	
2A187073	7	'089222	6	6	6	
2A187073	8	'010200	12	12	12	
2A187073	9	'002771	12	12	12	
2A187073	10	'040142	12	12	12	
2A187073	11	'002674	12	12	12	
2A187073	12	'040037	12	12	12	
2A187073	13	'001023	12	12	12	
2A187073	14	'003492	12	12	12	
2A187073	15	'003662	12	12	12	
2A187073	16	'003425	12	12	12	
2A187073	17	'004944	12	12	12	
2A187073	18	'004928	12	12	12	
2A187073	19	'006009	12	12	12	
2A187073	20	'002259	12	12	12	
2A187073	21	'040053	6		0	
2A187073	22	00202X	12	12	12	
2A187073	23	'040266	12	12	12	
2A187073	24	'005290	12	12	12	
2A187073	25	'014273	6	6	6	
2A187073	26	'014117	6	6	6	
2A187073	27	'019143	6	6	6	
2A187073	28	'089559	6	6	6	
2A187073	29	'044245	10	10	10	
2A187073	30	'044059	10	10	10	
2A187073	31	'044075	10	10	10	
2A187073	32	'001171	12	12	12	
2A187073	33	'001910	12	12	12	
2A187073	34	'001066	12	12	12	
2A187073	35	'008575	10	10	10	
2A187449	1	'008397	6336	6336	6336	
2A187450	1	'001546	4608	4608	4608	
2A187450	2	'001147	4608	4608	4608	
2A187450	3	'044318	2880	2880	2880	
2A187451	1	'089001	18	18	18	
2A187451	2	'089028	24	24	24	
2A187451	3	'044261	6	6	6	
2A187451	4	'089222	24	24	24	
2A187451	5	'014087	6	6	6	
2A187451	6	'014273	60	60	60	
2A187451	7	'040274	60	60	60	
2A187451	8	'006009	60	60	60	
2A187451	9	00622X	6	6	6	
2A187451	10	'004979	24	24	24	
2A187451	11	'003409	48	48	48	
2A187451	12	'002518	24	24	24	
2A187451	13	'004901	24	24	24	
2A187451	14	'002682	12	12	12	
2A187451	15	'007692	30	30	30	
2A187452	1	'005061	864	864	864	
2A187452	2	'001201	540	540	540	
2A187452	3	'001910	504	504	504	
2A187452	4	'044091	504	504	504	
2A187452	5	'001570	3168	3168	3168	
2A187452	6	'002259	336	336	336	
2A187452	7	'006009	480	480	480	
2A187452	8	00202X	336	336	336	
2A187452	9	'059005	336	336	336	
2A187452	10	'055018	306	306	306	
2A187452	11	'057002	372	372	372	
2A187452	12	'057118	336	336	336	
2A187452	13	'026565	492	492	492	
2A187452	14	'007862	336	336	336	
2A187452	15	'019119	750	750	750	
2A187452	16	'005169	960	960	960	
2A187452	17	'001023	636	636	636	
2A187452	18	'014001	1188	1188	1188	
2A187452	19	'014117	366	366	366	
2A187452	20	'014443	408	408	408	
2A187452	21	'014427	408	408	408	
2A187452	22	'086215	376	376	376	
2A187452	23	'002674	672	672	672	
2A187452	24	'002577	624	624	624	
2A187452	25	'008729	432	432	432	
2A187452	26	'089508	1764	1764	1764	
2A187452	27	'086126	528	528	528	
2A187452	28	'002828	1008	1008	1008	
2A187452	29	'008451	720	720	720	
2A187452	30	'008397	6336	6336	6336	
2A187452	31	'030015	13104	13104	13104	
2A187452	32	'009172	744	744	744	
2A187452	33	'089311	372	372	372	
2A187453	1	'008575	1000	1000	1000	
2A187453	2	'001066	408	408	408	
2A187453	3	'087432	12	12	12	
2A187453	4	'087483	54	54	54	
2A187453	5	'087491	12	12	12	
2A187453	6	'019380	12	12	12	
2A187453	7	'016330	42	42	42	
2A187453	8	'016446	60	60	60	
2A187453	9	'016268	504	504	504	
2A187453	10	'016470	108	108	108	
2A187453	11	'016306	108	108	108	
2A187453	12	'016373	54	54	54	
2A187453	13	'070459	48	48	48	
2A187453	14	'070467	504	504	504	
2A187453	15	'070475	12	12	12	
2A187453	16	'070165	12	12	12	
2A187453	17	'072346	150		0	
2A187453	18	'072303	5	5	5	
2A187453	19	'072753	20	20	20	
2A187453	20	'072826	20		0	
2A187453	21	'072834	20		0	
2A187453	22	'072842	10		0	
2A187453	23	'072850	50		0	
2A187455	1	'001066	24	24	24	
2A187455	2	'087483	6	6	6	
2A187455	3	'019690	12	12	12	
2A187455	4	'070467	24	24	24	
2A187455	5	'072346	10		0	
2A187455	6	'072001	10	10	10	
2A187455	7	'072117	10	10	10	
2A187455	8	'072109	20	20	20	
2A187457	1	'008575	200	200	200	
2A187457	2	'001066	84	84	84	
2A187457	3	'014826	84	84	84	
2A187457	4	'087483	24	24	24	
2A187457	5	'007692	204	204	204	
2A187457	6	'019690	12	12	12	
2A187457	7	'016896	6	6	6	
2A187457	8	'016330	24	24	24	
2A187457	9	'016268	108	108	108	
2A187457	10	'016470	24	24	24	
2A187457	11	'016306	60	60	60	
2A187457	12	'016365	18	18	18	
2A187457	13	'070459	108	108	108	
2A187457	14	'070467	600	600	600	
2A187457	15	'070165	12	12	12	
2A187457	16	'072346	10		0	
2A187457	17	'072303	40	40	40	
2A187457	18	'072508	10		0	
2A187457	19	'069647	24	24	24	
2A187457	20	'072001	60	60	60	
2A187457	21	'072028	60		0	
2A187457	22	'072117	100	100	100	
2A187457	23	'072109	400	400	400	
2A187457	24	'072745	10	10	10	
2A187457	25	'072818	20		0	
2A187457	26	'072826	20		0	
2A187457	27	'072834	40		0	
2A187457	28	'072850	20		0	
2A187460	1	'089001	6	6	6	
2A187460	2	'001910	36	36	36	
2A187460	3	'002003	12	12	12	
2A187460	4	'001619	6	6	6	
2A187460	5	'044075	60	60	60	
2A187460	6	'088528	12	12	12	
2A187460	7	'002089	12		0	
2A187460	8	'003352	24	24	24	
2A187460	9	'003409	24	24	24	
2A187460	10	'005681	12	12	12	
2A187460	11	'006610	12	12	12	
2A187460	12	'004901	6	6	6	
2A187461	1	'073350	6	6	6	
2A187461	2	'073431	48	48	48	
2A187461	3	'073474	18	18	18	
2A187461	4	'073709	10		0	
2A187461	5	'073725	20		0	
2A187463	1	'073164	50	50	50	
2A187463	2	'070033	12	12	12	
2A187463	3	'070467	108	108	108	
2A187463	4	'070173	6	6	6	
2A187463	5	'073210	10	10	10	
2A187463	6	'072613	5		0	
2A187463	7	'072001	30	30	30	
2A187463	8	'073431	100	100	100	
2A187463	9	'073474	50	50	50	
2A187463	10	'072109	60	60	60	
2A187463	11	'073709	110		0	
2A187463	12	'072710	5		0	
2A187463	13	'073806	40		0	
2A187463	14	'072818	5		0	
2A187463	15	'072826	10		0	
2A187463	16	'072850	5		0	
2A187463	17	'073008	30	30	30	
2A187467	1	'073407	10	10	10	
2A187467	2	'073431	15	15	15	
2A187468	1	'073326	10	10	10	
2A187468	2	'073350	3	3	3	
2A187468	3	'073431	20	20	20	
2A187469	1	'073164	25	25	25	
2A187469	2	'072559	10		0	
2A187469	3	'072567	10		0	
2A187469	4	'073318	12	12	12	
2A187469	5	'073350	30	30	30	
2A187469	6	'073709	12		0	
2A187469	7	'073725	36		0	
2A187469	8	'073806	10		0	
2A187470	1	'026743	504	504	504	
2A187471	1	'017442	24	24	24	
2A187472	1	'008575	400	400	400	
2A187472	2	'001066	204	204	204	
2A187472	3	'014826	24	24	24	
2A187472	4	'087432	6	6	6	
2A187472	5	'016330	24	24	24	
2A187472	6	'016446	24	24	24	
2A187472	7	'016268	156	156	156	
2A187472	8	'070033	24	24	24	
2A187472	9	'070459	108	108	108	
2A187472	10	'070467	600	600	600	
2A187472	11	'070173	24	24	24	
2A187472	12	'072508	9		0	
2A187472	13	'072117	59	59	59	
2A187472	14	'072818	20		0	
2A187472	15	'072826	20		0	
2A187472	16	'072834	30		0	
2A187472	17	'072850	40		0	
2A187472	18	'073008	20	20	20	
2A187482	1	'073806	50		0	
2A187482	2	'073814	50	50	50	
2A187482/1	1	'073806	50	50	50	
2A187483	1	'026743	600	600	600	
2A187483	2	'026565	1200	1200	1200	
2A187485	1	'001066	48	48	48	
2A187485	2	'016446	12	12	12	
2A187485	3	'016268	108	108	108	
2A187485	4	'016306	12	12	12	
2A187485	5	'016373	12	12	12	
2A187485	6	'025704	12	12	12	
2A187485	7	'072346	10	10	10	
2A187485	8	'072028	10		0	
2A187485	9	'072109	50	50	50	
2A187485	10	'072818	10		0	
2A187485	11	'072850	10		0	
2A187486	1	'087335	18	18	18	
2A187487	1	'001619	30	30	30	
2A187487	2	'086312	12	12	12	
2A187487	3	'089575	12	12	12	
2A187487	4	'088501	96	96	96	
2A187487	5	'088528	90	90	90	
2A187487	6	'056030	12	12	12	
2A187487	7	'058009	35	35	35	
2A187487	8	'059005	32	32	32	
2A187487	9	'059013	18	18	18	
2A187487	10	'057118	40	40	40	
2A187487	11	'055026	6	6	6	
2A187487	12	'089230	6	6	6	
2A187487	13	'089222	12	12	12	
2A187487	14	'089265	6		0	
2A187487	15	'019143	6	6	6	
2A187487	16	'019119	30	30	30	
2A187487	17	'072133	10		0	
2A187487	18	'072168	10		0	
2A187487	19	'089311	12	12	12	
2A187487	20	'014117	12	12	12	
2A187487	21	'014176	12	12	12	
2A187487	22	'014087	6		0	
2A187487	23	'014273	24	24	24	
2A187487	24	'086207	10	10	10	
2A187487	25	'086010	60		0	
2A187487	26	'086053	30		0	
2A187487	27	'086126	12	12	12	
2A187487	28	'005290	12	12	12	
2A187487	29	'002119	36	36	36	
2A187487	30	'002089	24		0	
2A187487	31	'003352	12	12	12	
2A187487	32	'054011	12	12	12	
2A187487	33	'006009	120	120	120	
2A187487	34	'004928	12	12	12	
2A187487	35	'004944	12	12	12	
2A187487	36	'004979	24	24	24	
2A187487	37	'026743	102	102	102	
2A187487	38	'026565	66	66	66	
2A187487	39	'003425	60	60	60	
2A187487	40	'003247	12	12	12	
2A187487	41	'006149	12	12	12	
2A187487	42	'003301	12	12	12	
2A187487	43	'003700	12	12	12	
2A187487	44	'001023	180	180	180	
2A187487	45	'003018	24	24	24	
2A187487	46	'010200	120	120	120	
2A187487	47	'004332	60		0	
2A187487	48	'002577	24	24	24	
2A187487	49	'008702	12		0	
2A187487	50	'002828	48	48	48	
2A187487	51	'002682	12	12	12	
2A187487	52	'005630	6	6	6	
2A187487	53	'087394	24	24	24	
2A187487	54	'087483	24	24	24	
2A187487	55	'016608	12	12	12	
2A187488	1	'005169	12	12	12	
2A187488	2	'005029	24	24	24	
2A187488	3	'002577	24	24	24	
2A187488	4	'003409	12	12	12	
2A187488	5	'026840	48	48	48	
2A187488	6	'026727	72	72	72	
2A187488	7	'002259	12	12	12	
2A187488	8	'003085	12	12	12	
2A187488	9	'004227	12	12	12	
2A187488	10	00202X	12	12	12	
2A187488	11	'001171	12	12	12	
2A187488	12	'026743	120	120	120	
2A187488	13	'026794	60	60	60	
2A187488	14	'006009	36	36	36	
2A187488	15	'040274	12	12	12	
2A187489	1	'002674	960	960	960	
2A187489	2	'002682	36	36	36	
2A187489	3	'002828	120	120	120	
2A187489	4	'086126	48	48	48	
2A187489	5	'089508	60	60	60	
2A187489	6	'008958	60	60	60	
2A187489	7	'008702	72		0	
2A187489	8	'008729	36	36	36	
2A187489	9	'004901	24	24	24	
2A187489	10	'010200	240	240	240	
2A187489	11	'040061	36	36	36	
2A187489	12	'040142	1200	1200	1200	
2A187489	13	'040150	1200	1200	1200	
2A187489	14	'086010	48		0	
2A187489	15	'014273	36	36	36	
2A187489	16	'003018	72	72	72	
2A187489	17	'040037	1260	1260	1260	
2A187489	18	'002518	2160	2160	2160	
2A187489	19	'001023	360	360	360	
2A187489	20	'005029	96	96	96	
2A187489	21	'089311	48	48	48	
2A187489	22	'089303	48	48	48	
2A187489	23	'019119	60	60	60	
2A187489	24	'003700	720	720	720	
2A187489	25	'003662	60	60	60	
2A187489	26	'006149	12	12	12	
2A187489	27	'018406	72	72	72	
2A187489	28	'003425	96	96	96	
2A187489	29	'026840	600	600	600	
2A187489	30	'026824	120	120	120	
2A187489	31	'026700	240	240	240	
2A187489	32	'026794	60	60	60	
2A187489	33	'004979	96	96	96	
2A187489	34	'004944	60	60	60	
2A187489	35	'004928	96	96	96	
2A187489	36	'057118	12	12	12	
2A187489	37	'057207	24	24	24	
2A187489	38	'057002	12	12	12	
2A187489	39	'055026	12	12	12	
2A187489	40	'055018	24	24	24	
2A187489	41	'088501	72	72	72	
2A187489	42	'088528	72	72	72	
2A187489	43	00622X	72	72	72	
2A187489	44	'006009	408	408	408	
2A187489	45	'002291	180	180	180	
2A187489	46	'002259	1032	1032	1032	
2A187489	47	'054011	12	12	12	
2A187489	48	'005932	96	96	96	
2A187489	49	'089575	72	72	72	
2A187489	50	'002089	36	36	36	
2A187489	51	'040053	96	96	96	
2A187489	52	'009040	12	12	12	
2A187489	53	'086312	60	60	60	
2A187489	54	'040029	480	480	480	
2A187489	55	'002119	720	720	720	
2A187489	56	'004227	96	96	96	
2A187489	57	'001430	96	96	96	
2A187489	58	'001066	60	60	60	
2A187489	59	'040274	144	144	144	
2A187489	60	'002909	36	36	36	
2A187489	61	'005053	36	36	36	
2A187489	62	'008575	300	300	300	
2A187489	63	'089737	84	84	84	
2A187489	64	'005290	60	60	60	
2A187489	65	'087483	60	60	60	
2A187489	66	'087394	180	180	180	
2A187489	67	'087521	6	6	6	
2A187489	68	'016608	24	24	24	
2A187489	69	'016373	72	72	72	
2A187489	70	'016365	36	36	36	
2A187489	71	'016306	144	144	144	
2A187489	72	'016470	96	96	96	
2A187489	73	'016268	360	360	360	
2A187489	74	'016446	144	144	144	
2A187489	75	'016330	192	192	192	
2A187489/1	1	'044288	360	360	360	
2A187489/1	2	'008966	240	240	240	
2A187490	1	'016608	48	48	48	
2A187490	2	'016268	240	240	240	
2A187491	1	'028436	12	12	12	
2A187491	2	'005630	24	24	24	
2A187491	3	'001171	24	24	24	
2A187491	4	'040150	24	24	24	
2A187491	5	'003018	24	24	24	
2A187491	6	'002518	48	48	48	
2A187491	7	'003700	24	24	24	
2A187491	8	'003492	72	72	72	
2A187491	9	'003247	24	24	24	
2A187491	10	'002291	24	24	24	
2A187491	11	'002259	36	36	36	
2A187491	12	'002089	24		0	
2A187491	13	'004103	36		0	
2A187491	14	'003085	48	48	48	
2A187491	15	'001430	36	36	36	
2A187491	16	'072168	12		0	
2A187491	17	'072133	12		0	
2A187491	18	'059013	60	60	60	
2A187491	19	'088501	108	108	108	
2A187491	20	'089559	12	12	12	
2A187491	21	'006122	24	24	24	
2A187491	22	'002828	24	24	24	
2A187491	23	'008729	24	24	24	
2A187491	24	'004901	24	24	24	
2A187491	25	'040142	48	48	48	
2A187491	26	'002771	24	24	24	
2A187491	27	'002674	24	24	24	
2A187491	28	'014273	12	12	12	
2A187491	29	'014176	12	12	12	
2A187491	30	'005169	24	24	24	
2A187491	31	'019119	72	72	72	
2A187491	32	'003662	48	48	48	
2A187491	33	'018406	24	24	24	
2A187491	34	'003409	12	12	12	
2A187491	35	'003425	48	48	48	
2A187491	36	'089222	12	12	12	
2A187491	37	'004979	72	72	72	
2A187491	38	'004944	48	48	48	
2A187491	39	'088528	150	150	150	
2A187491	40	00622X	24	24	24	
2A187491	41	'089591	12	12	12	
2A187491	42	'089575	24	24	24	
2A187491	43	'086312	12	12	12	
2A187491	44	'004227	24	24	24	
2A187491	45	'001066	48	48	48	
2A187491	46	00202X	72	72	72	
2A187491	47	'040266	72	72	72	
2A187491	48	'040274	72	72	72	
2A187491	49	'008575	60	60	60	
2A187491	50	'005290	72	72	72	
2A187492	1	'089508	144	144	144	
2A187492	2	'056022	288	288	288	
2A187492	3	'088501	2016	2016	2016	
2A187492	4	'002577	312	312	312	
2A187492	5	'040142	336	336	336	
2A187492	6	'006602	300		0	
2A187492	7	'005681	1200	1200	1200	
2A187492	8	'040274	720	720	720	
2A187492	9	'005290	1176	1176	1176	
2A187493	1	'001619	972	972	972	
2A187493	2	'044091	504	504	504	
2A187493	3	'001171	1008	1008	1008	
2A187493	4	'001910	2520	2520	2520	
2A187493/1	1	'044288	528	528	528	
2A187494	1	'005169	480	480	480	
2A187494	2	'089508	60	60	60	
2A187494	3	'019143	60	60	60	
2A187494	4	'019119	684	684	684	
2A187494	5	'089265	36		0	
2A187494	6	'057002	72	72	72	
2A187494	7	'057118	144	144	144	
2A187494	8	'055018	60	60	60	
2A187494	9	'059005	160	160	160	
